Remove stopwords	Remove punctuation	Lowercase	Average query runtime (sec)	Maximum query runtime (sec)	MRR@10	MRR@100	Recall@100	nDCG@10
True	True	True	0.12943426209527092	0.21474719047546387	0.3944251394251392	0.4035364732317135	0.8234234234234235	0.4420709644291738
True	True	False	0.1392935288918985	0.22444891929626465	0.39531817531817504	0.4042837935996292	0.8252252252252252	0.4430559488319861
True	False	True	0.1304442143655038	0.20340991020202637	0.4004297154297153	0.4089367262896697	0.8225225225225226	0.4488144475404046
True	False	False	0.13885482453011178	0.21737313270568848	0.40127627627627616	0.4094893390881759	0.8225225225225226	0.45016447609375365
False	True	True	0.17132901028469877	0.26915740966796875	0.398159588159588	0.40670163045736535	0.8162162162162162	0.4467317872277826
False	True	False	0.1722722998610488	0.2707502841949463	0.398159588159588	0.40670163045736535	0.8162162162162162	0.4467317872277826
False	False	True	0.1718654271718618	0.2503852844238281	0.40328614328614315	0.4116576704438025	0.8216216216216217	0.45211126463669166
False	False	False	0.17233919839601258	0.22297334671020508	0.40328614328614315	0.4116576704438025	0.8216216216216217	0.45211126463669166
